Date,Time,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,Season,Anomaly_flag,anomaly
02-01-2024,08:30,1321,230,5.74,53,64,1204,0,winter,0,0
02-01-2024,08:45,3052,230,4.57,29,68,955,2000,winter,1,1
02-01-2024,09:00,102,230,0.44,20,45,37,0,winter,0,0
02-01-2024,09:15,178,230,0.77,34,70,74,0,winter,0,0
02-01-2024,09:30,169,230,0.73,51,48,70,0,winter,0,0
02-01-2024,09:45,138,230,0.6,56,39,43,0,winter,0,0
02-01-2024,10:00,113,230,0.49,42,41,30,0,winter,0,0
02-01-2024,10:15,130,230,0.57,30,44,56,0,winter,0,0
02-01-2024,10:30,147,230,0.64,57,44,46,0,winter,0,0
02-01-2024,10:45,138,230,0.6,21,68,49,0,winter,0,0
02-01-2024,11:00,147,230,0.64,42,69,36,0,winter,0,0
02-01-2024,11:15,86,230,0.37,23,36,27,0,winter,0,0
02-01-2024,11:30,114,230,0.5,33,39,42,0,winter,0,0
02-01-2024,11:45,135,230,0.59,24,31,80,0,winter,0,0
02-01-2024,12:00,1215,230,5.28,38,69,1108,0,winter,0,0
02-01-2024,12:15,940,230,4.09,31,52,857,0,winter,0,0
02-01-2024,12:30,944,230,4.1,57,69,818,0,winter,0,0
02-01-2024,12:45,1084,230,4.71,35,54,995,0,winter,0,0
02-01-2024,13:00,1533,230,6.67,24,47,1462,0,winter,0,0
02-01-2024,13:15,1283,230,5.58,37,39,1207,0,winter,0,0
02-01-2024,13:30,1156,230,5.03,46,70,1040,0,winter,0,0
02-01-2024,13:45,1279,230,5.56,53,69,1157,0,winter,0,0
02-01-2024,14:00,146,230,0.63,42,67,37,0,winter,0,0
02-01-2024,14:15,135,230,0.59,49,42,44,0,winter,0,0
02-01-2024,14:30,147,230,0.64,50,46,51,0,winter,0,0
02-01-2024,14:45,115,230,0.5,58,34,23,0,winter,0,0
02-01-2024,15:00,107,230,0.47,54,33,20,0,winter,0,0
02-01-2024,15:15,140,230,0.61,29,43,68,0,winter,0,0
02-01-2024,15:30,90,230,0.39,21,31,38,0,winter,0,0
02-01-2024,15:45,144,230,0.63,53,66,25,0,winter,0,0
02-01-2024,16:00,183,230,0.8,50,59,74,0,winter,0,0
02-01-2024,16:15,111,230,0.48,26,50,35,0,winter,0,0
02-01-2024,16:30,112,230,0.49,25,35,52,0,winter,0,0
02-01-2024,16:45,126,230,0.55,58,40,28,0,winter,0,0
02-01-2024,17:00,114,230,0.5,25,55,34,0,winter,0,0
02-01-2024,17:15,122,230,0.53,45,31,46,0,winter,0,0
02-01-2024,17:30,123,230,0.53,43,36,44,0,winter,0,0
02-01-2024,17:45,158,230,0.69,50,41,67,0,winter,0,0
02-01-2024,18:00,202,230,0.88,48,129,25,0,winter,0,0
02-01-2024,18:15,171,230,0.74,23,123,25,0,winter,0,0
02-01-2024,18:30,267,230,1.16,42,189,36,0,winter,0,0
02-01-2024,18:45,210,230,0.91,25,120,65,0,winter,0,0
02-01-2024,19:00,1637,230,7.12,39,130,1468,0,winter,0,0
02-01-2024,19:15,1635,230,7.11,43,191,1401,0,winter,0,0
02-01-2024,19:30,1254,230,5.45,21,134,1099,0,winter,0,0
02-01-2024,19:45,1424,230,6.19,25,181,1218,0,winter,0,0
02-01-2024,20:00,952,230,4.14,25,116,811,0,winter,0,0
02-01-2024,20:15,1255,230,5.46,58,102,1095,0,winter,0,0
02-01-2024,20:30,1367,230,5.94,50,145,1172,0,winter,0,0
02-01-2024,20:45,1524,230,6.63,33,182,1309,0,winter,0,0
02-01-2024,21:00,235,230,1.02,31,138,66,0,winter,0,0
02-01-2024,21:15,280,230,1.22,54,169,57,0,winter,0,0
02-01-2024,21:30,217,230,0.94,50,146,21,0,winter,0,0
02-01-2024,21:45,219,230,0.95,46,106,67,0,winter,0,0
02-01-2024,22:00,393,230,1.71,162,180,51,0,winter,0,0
02-01-2024,22:15,405,230,1.76,196,186,23,0,winter,0,0
02-01-2024,22:30,272,230,1.18,123,117,32,0,winter,0,0
02-01-2024,22:45,423,230,1.84,187,188,48,0,winter,0,0
02-01-2024,23:00,243,230,1.06,170,44,29,0,winter,0,0
02-01-2024,23:15,248,230,1.08,138,36,74,0,winter,0,0
02-01-2024,23:30,260,230,1.13,136,61,63,0,winter,0,0
02-01-2024,23:45,291,230,1.27,165,50,76,0,winter,0,0
03-01-2024,00:00,308,230,1.34,195,61,52,0,winter,0,0
03-01-2024,00:15,284,230,1.23,149,55,80,0,winter,0,0
03-01-2024,00:30,292,230,1.27,155,58,79,0,winter,0,0
03-01-2024,00:45,228,230,0.99,151,45,32,0,winter,0,0
03-01-2024,01:00,287,230,1.25,188,61,38,0,winter,0,0
03-01-2024,01:15,211,230,0.92,134,34,43,0,winter,0,0
03-01-2024,01:30,338,230,1.47,198,69,71,0,winter,0,0
03-01-2024,01:45,238,230,1.03,143,49,46,0,winter,0,0
03-01-2024,02:00,218,230,0.95,139,48,31,0,winter,0,0
03-01-2024,02:15,340,230,1.48,200,61,79,0,winter,0,0
03-01-2024,02:30,243,230,1.06,135,46,62,0,winter,0,0
03-01-2024,02:45,226,230,0.98,129,54,43,0,winter,0,0
03-01-2024,03:00,245,230,1.07,179,40,26,0,winter,0,0
03-01-2024,03:15,232,230,1.01,135,57,40,0,winter,0,0
03-01-2024,03:30,324,230,1.41,200,48,76,0,winter,0,0
03-01-2024,03:45,282,230,1.23,169,61,52,0,winter,0,0
03-01-2024,04:00,329,230,1.43,199,50,80,0,winter,0,0
03-01-2024,04:15,291,230,1.27,182,57,52,0,winter,0,0
03-01-2024,04:30,216,230,0.94,130,35,51,0,winter,0,0
03-01-2024,04:45,247,230,1.07,132,53,62,0,winter,0,0
03-01-2024,05:00,1219,230,5.3,163,36,20,1000,winter,0,0
03-01-2024,05:15,1284,230,5.58,175,40,69,1000,winter,0,0
03-01-2024,05:30,235,230,1.02,164,42,29,0,winter,0,0
03-01-2024,05:45,1766,230,7.68,153,66,47,1500,winter,0,0
03-01-2024,06:00,1268,230,5.51,188,45,35,1000,winter,0,0
03-01-2024,06:15,1758,230,7.64,158,64,36,1500,winter,0,0
03-01-2024,06:30,1782,230,7.75,178,50,54,1500,winter,0,0
03-01-2024,06:45,1302,230,5.66,187,36,79,1000,winter,0,0
03-01-2024,07:00,2535,230,11.02,37,41,957,1500,winter,0,1
03-01-2024,07:15,963,230,4.19,57,59,847,0,winter,0,0
03-01-2024,07:30,2518,230,10.95,50,67,901,1500,winter,0,1
03-01-2024,07:45,2251,230,9.79,44,38,1169,1000,winter,0,1
03-01-2024,08:00,906,230,3.94,24,63,819,0,winter,0,0
03-01-2024,08:15,1183,230,5.14,43,52,1088,0,winter,0,0
03-01-2024,08:30,899,230,3.91,34,50,815,0,winter,0,0
03-01-2024,08:45,1403,230,6.1,47,41,1315,0,winter,0,0
03-01-2024,09:00,108,230,0.47,36,46,26,0,winter,0,0
03-01-2024,09:15,136,230,0.59,50,51,35,0,winter,0,0
03-01-2024,09:30,191,230,0.83,60,61,70,0,winter,0,0
03-01-2024,09:45,123,230,0.53,45,58,20,0,winter,0,0
03-01-2024,10:00,179,230,0.78,32,68,79,0,winter,0,0
03-01-2024,10:15,145,230,0.63,40,58,47,0,winter,0,0
03-01-2024,10:30,156,230,0.68,48,66,42,0,winter,0,0
03-01-2024,10:45,159,230,0.69,59,35,65,0,winter,0,0
03-01-2024,11:00,157,230,0.68,49,66,42,0,winter,0,0
03-01-2024,11:15,128,230,0.56,32,49,47,0,winter,0,0
03-01-2024,11:30,173,230,0.75,56,67,50,0,winter,0,0
03-01-2024,11:45,180,230,0.78,60,53,67,0,winter,0,0
03-01-2024,12:00,1270,230,5.52,41,48,1181,0,winter,0,0
03-01-2024,12:15,1446,230,6.29,28,67,1351,0,winter,0,0
03-01-2024,12:30,1255,230,5.46,21,54,1180,0,winter,0,0
03-01-2024,12:45,1024,230,4.45,56,32,936,0,winter,0,0
03-01-2024,13:00,914,230,3.97,24,31,859,0,winter,0,0
03-01-2024,13:15,1361,230,5.92,31,33,1297,0,winter,0,0
03-01-2024,13:30,1550,230,6.74,52,41,1457,0,winter,0,0
03-01-2024,13:45,1114,230,4.84,54,69,991,0,winter,0,0
03-01-2024,14:00,129,230,0.56,43,46,40,0,winter,0,0
03-01-2024,14:15,111,230,0.48,25,53,33,0,winter,0,0
03-01-2024,14:30,113,230,0.49,24,67,22,0,winter,0,0
03-01-2024,14:45,184,230,0.8,53,54,77,0,winter,0,0
03-01-2024,15:00,119,230,0.52,45,30,44,0,winter,0,0
03-01-2024,15:15,114,230,0.5,20,42,52,0,winter,0,0
03-01-2024,15:30,117,230,0.51,27,49,41,0,winter,0,0
03-01-2024,15:45,141,230,0.61,26,66,49,0,winter,0,0
03-01-2024,16:00,169,230,0.73,32,62,75,0,winter,0,0
03-01-2024,16:15,139,230,0.6,47,60,32,0,winter,0,0
03-01-2024,16:30,119,230,0.52,31,60,28,0,winter,0,0
03-01-2024,16:45,118,230,0.51,26,42,50,0,winter,0,0
03-01-2024,17:00,131,230,0.57,56,48,27,0,winter,0,0
03-01-2024,17:15,144,230,0.63,50,54,40,0,winter,0,0
03-01-2024,17:30,130,230,0.57,23,49,58,0,winter,0,0
03-01-2024,17:45,128,230,0.56,33,44,51,0,winter,0,0
03-01-2024,18:00,234,230,1.02,21,134,79,0,winter,0,0
03-01-2024,18:15,215,230,0.93,22,164,29,0,winter,0,0
03-01-2024,18:30,211,230,0.92,39,130,42,0,winter,0,0
03-01-2024,18:45,301,230,1.31,26,199,76,0,winter,0,0
03-01-2024,19:00,1390,230,6.04,50,176,1164,0,winter,0,0
03-01-2024,19:15,1234,230,5.37,54,163,1017,0,winter,0,0
03-01-2024,19:30,1166,230,5.07,50,168,948,0,winter,0,0
03-01-2024,19:45,1224,230,5.32,47,131,1046,0,winter,0,0
03-01-2024,20:00,1084,230,4.71,59,139,886,0,winter,0,0
03-01-2024,20:15,1214,230,5.28,40,195,979,0,winter,0,0
03-01-2024,20:30,1697,230,7.38,36,183,1478,0,winter,0,1
03-01-2024,20:45,1655,230,7.2,56,155,1444,0,winter,0,0
03-01-2024,21:00,275,230,1.2,51,173,51,0,winter,0,0
03-01-2024,21:15,272,230,1.18,23,196,53,0,winter,0,0
03-01-2024,21:30,259,230,1.13,45,165,49,0,winter,0,0
03-01-2024,21:45,284,230,1.23,46,188,50,0,winter,0,0
03-01-2024,22:00,316,230,1.37,153,134,29,0,winter,0,0
03-01-2024,22:15,393,230,1.71,140,199,54,0,winter,0,0
03-01-2024,22:30,304,230,1.32,155,128,21,0,winter,0,0
03-01-2024,22:45,327,230,1.42,120,163,44,0,winter,0,0
03-01-2024,23:00,323,230,1.4,200,70,53,0,winter,0,0
03-01-2024,23:15,300,230,1.3,186,48,66,0,winter,0,0
03-01-2024,23:30,252,230,1.1,177,50,25,0,winter,0,0
03-01-2024,23:45,265,230,1.15,186,41,38,0,winter,0,0
04-01-2024,00:00,254,230,1.1,141,53,60,0,winter,0,0
04-01-2024,00:15,302,230,1.31,199,34,69,0,winter,0,0
04-01-2024,00:30,252,230,1.1,150,68,34,0,winter,0,0
04-01-2024,00:45,254,230,1.1,165,57,32,0,winter,0,0
04-01-2024,01:00,210,230,0.91,136,39,35,0,winter,0,0
04-01-2024,01:15,238,230,1.03,147,55,36,0,winter,0,0
04-01-2024,01:30,283,230,1.23,184,32,67,0,winter,0,0
04-01-2024,01:45,266,230,1.16,174,50,42,0,winter,0,0
04-01-2024,02:00,241,230,1.05,135,48,58,0,winter,0,0
04-01-2024,02:15,259,230,1.13,176,35,48,0,winter,0,0
04-01-2024,02:30,215,230,0.93,146,41,28,0,winter,0,0
04-01-2024,02:45,211,230,0.92,160,31,20,0,winter,0,0
04-01-2024,03:00,248,230,1.08,152,58,38,0,winter,0,0
04-01-2024,03:15,278,230,1.21,197,49,32,0,winter,0,0
04-01-2024,03:30,314,230,1.37,200,52,62,0,winter,0,0
04-01-2024,03:45,227,230,0.99,143,40,44,0,winter,0,0
04-01-2024,04:00,2229,230,1.0,132,66,31,2000,winter,1,1
04-01-2024,04:15,285,230,1.24,158,61,66,0,winter,0,0
04-01-2024,04:30,259,230,1.13,139,51,69,0,winter,0,0
04-01-2024,04:45,252,230,1.1,124,65,63,0,winter,0,0
04-01-2024,05:00,1226,230,5.33,163,39,24,1000,winter,0,0
04-01-2024,05:15,1755,230,7.63,144,40,71,1500,winter,0,0
04-01-2024,05:30,1264,230,5.5,184,47,33,1000,winter,0,0
04-01-2024,05:45,1805,230,7.85,194,32,79,1500,winter,0,1
04-01-2024,06:00,218,230,0.95,125,38,55,0,winter,0,0
04-01-2024,06:15,1327,230,5.77,192,58,77,1000,winter,0,0
04-01-2024,06:30,1261,230,5.48,146,40,75,1000,winter,0,0
04-01-2024,06:45,310,230,1.35,188,62,60,0,winter,0,0
04-01-2024,07:00,2184,230,9.5,24,69,1091,1000,winter,0,1
04-01-2024,07:15,2913,230,12.67,55,32,1326,1500,winter,0,1
04-01-2024,07:30,1016,230,4.42,23,66,927,0,winter,0,0
04-01-2024,07:45,957,230,4.16,50,31,876,0,winter,0,0
04-01-2024,08:00,1272,230,5.53,30,46,1196,0,winter,0,0
04-01-2024,08:15,982,230,4.27,27,66,889,0,winter,0,0
04-01-2024,08:30,1378,230,5.99,21,56,1301,0,winter,0,0
04-01-2024,08:45,1053,230,4.58,58,41,954,0,winter,0,0
04-01-2024,09:00,151,230,0.66,32,63,56,0,winter,0,0
04-01-2024,09:15,139,230,0.6,38,58,43,0,winter,0,0
04-01-2024,09:30,141,230,0.61,54,67,20,0,winter,0,0
04-01-2024,09:45,153,230,0.67,29,70,54,0,winter,0,0
04-01-2024,10:00,123,230,0.53,44,32,47,0,winter,0,0
04-01-2024,10:15,146,230,0.63,42,67,37,0,winter,0,0
04-01-2024,10:30,201,230,0.87,59,65,77,0,winter,0,0
04-01-2024,10:45,121,230,0.53,33,61,27,0,winter,0,0
04-01-2024,11:00,167,230,0.73,37,51,79,0,winter,0,0
04-01-2024,11:15,140,230,0.61,29,58,53,0,winter,0,0
04-01-2024,11:30,126,230,0.55,31,53,42,0,winter,0,0
04-01-2024,11:45,2138,230,0.6,33,36,69,2000,winter,1,1
04-01-2024,12:00,1459,230,6.34,40,66,1353,0,winter,0,0
04-01-2024,12:15,1413,230,6.14,31,51,1331,0,winter,0,0
04-01-2024,12:30,1537,230,6.68,42,47,1448,0,winter,0,0
04-01-2024,12:45,1272,230,5.53,30,45,1197,0,winter,0,0
04-01-2024,13:00,909,230,3.95,38,60,811,0,winter,0,0
04-01-2024,13:15,1067,230,4.64,60,51,956,0,winter,0,0
04-01-2024,13:30,1524,230,6.63,27,68,1429,0,winter,0,0
04-01-2024,13:45,1577,230,6.86,49,70,1458,0,winter,0,0
04-01-2024,14:00,156,230,0.68,52,61,43,0,winter,0,0
04-01-2024,14:15,128,230,0.56,22,59,47,0,winter,0,0
04-01-2024,14:30,164,230,0.71,33,63,68,0,winter,0,0
04-01-2024,14:45,127,230,0.55,53,37,37,0,winter,0,0
04-01-2024,15:00,91,230,0.4,22,41,28,0,winter,0,0
04-01-2024,15:15,138,230,0.6,22,63,53,0,winter,0,0
04-01-2024,15:30,122,230,0.53,35,38,49,0,winter,0,0
04-01-2024,15:45,109,230,0.47,20,52,37,0,winter,0,0
04-01-2024,16:00,100,230,0.43,20,53,27,0,winter,0,0
04-01-2024,16:15,141,230,0.61,51,40,50,0,winter,0,0
04-01-2024,16:30,201,230,0.87,59,63,79,0,winter,0,0
04-01-2024,16:45,139,230,0.6,54,62,23,0,winter,0,0
04-01-2024,17:00,128,230,0.56,40,63,25,0,winter,0,0
04-01-2024,17:15,145,230,0.63,40,42,63,0,winter,0,0
04-01-2024,17:30,124,230,0.54,56,47,21,0,winter,0,0
04-01-2024,17:45,180,230,0.78,57,57,66,0,winter,0,0
04-01-2024,18:00,211,230,0.92,30,121,60,0,winter,0,0
04-01-2024,18:15,2243,230,1.06,56,121,66,2000,winter,1,1
04-01-2024,18:30,250,230,1.09,27,198,25,0,winter,0,0
04-01-2024,18:45,278,230,1.21,23,183,72,0,winter,0,0
04-01-2024,19:00,1404,230,6.1,47,169,1188,0,winter,0,0
04-01-2024,19:15,1021,230,4.44,33,149,839,0,winter,0,0
04-01-2024,19:30,1383,230,6.01,26,135,1222,0,winter,0,0
04-01-2024,19:45,1122,230,4.88,53,181,888,0,winter,0,0
04-01-2024,20:00,3621,230,7.05,23,141,1457,2000,winter,1,1
04-01-2024,20:15,1309,230,5.69,28,129,1152,0,winter,0,0
04-01-2024,20:30,1542,230,6.7,49,141,1352,0,winter,0,0
04-01-2024,20:45,961,230,4.18,26,125,810,0,winter,0,0
04-01-2024,21:00,245,230,1.07,42,157,46,0,winter,0,0
04-01-2024,21:15,208,230,0.9,46,115,47,0,winter,0,0
04-01-2024,21:30,202,230,0.88,45,123,34,0,winter,0,0
04-01-2024,21:45,240,230,1.04,51,149,40,0,winter,0,0
04-01-2024,22:00,346,230,1.5,145,124,77,0,winter,0,0
04-01-2024,22:15,410,230,1.78,189,167,54,0,winter,0,0
04-01-2024,22:30,320,230,1.39,176,106,38,0,winter,0,0
04-01-2024,22:45,295,230,1.28,155,102,38,0,winter,0,0
04-01-2024,23:00,253,230,1.1,170,62,21,0,winter,0,0
04-01-2024,23:15,312,230,1.36,188,67,57,0,winter,0,0
04-01-2024,23:30,226,230,0.98,152,34,40,0,winter,0,0
04-01-2024,23:45,253,230,1.1,181,44,28,0,winter,0,0
05-01-2024,00:00,215,230,0.93,155,38,22,0,winter,0,0
05-01-2024,00:15,327,230,1.42,185,62,80,0,winter,0,0
05-01-2024,00:30,320,230,1.39,199,47,74,0,winter,0,0
05-01-2024,00:45,340,230,1.48,198,67,75,0,winter,0,0
05-01-2024,01:00,268,230,1.17,170,35,63,0,winter,0,0
05-01-2024,01:15,285,230,1.24,186,37,62,0,winter,0,0
05-01-2024,01:30,296,230,1.29,187,47,62,0,winter,0,0
05-01-2024,01:45,279,230,1.21,187,67,25,0,winter,0,0
05-01-2024,02:00,210,230,0.91,122,33,55,0,winter,0,0
05-01-2024,02:15,263,230,1.14,188,47,28,0,winter,0,0
05-01-2024,02:30,281,230,1.22,156,63,62,0,winter,0,0
05-01-2024,02:45,277,230,1.2,139,70,68,0,winter,0,0
05-01-2024,03:00,231,230,1.0,136,48,47,0,winter,0,0
05-01-2024,03:15,280,230,1.22,176,68,36,0,winter,0,0
05-01-2024,03:30,219,230,0.95,136,49,34,0,winter,0,0
05-01-2024,03:45,269,230,1.17,197,35,37,0,winter,0,0
