Date,Time,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,Season,Anomaly_flag
01-01-2024,17:30,1.57,232.9,6.75,551.0,472.0,393.0,157.0,winter,0
01-01-2024,17:45,0.57,229.1,8.44,200.0,172.0,143.0,57.0,winter,1
01-01-2024,18:00,2.33,228.0,10.24,817.0,700.0,584.0,234.0,winter,0
01-01-2024,18:15,2.29,231.4,9.92,803.0,688.0,574.0,229.0,winter,0
01-01-2024,18:30,2.73,231.3,11.79,954.0,818.0,682.0,273.0,winter,0
01-01-2024,18:45,2.74,229.4,11.96,960.0,823.0,686.0,274.0,winter,0
01-01-2024,19:00,2.08,231.0,8.99,727.0,623.0,519.0,208.0,winter,0
01-01-2024,19:15,2.52,229.2,10.98,881.0,755.0,629.0,252.0,winter,0
01-01-2024,19:30,2.06,228.8,9.01,721.0,618.0,515.0,206.0,winter,0
01-01-2024,19:45,2.61,236.7,11.03,914.0,783.0,653.0,261.0,winter,0
01-01-2024,20:00,1.82,230.9,7.87,636.0,545.0,454.0,182.0,winter,0
01-01-2024,20:15,2.71,228.2,11.89,950.0,814.0,678.0,271.0,winter,0
01-01-2024,20:30,2.75,228.0,12.06,962.0,825.0,687.0,275.0,winter,0
01-01-2024,20:45,2.39,231.3,10.34,837.0,717.0,598.0,239.0,winter,0
01-01-2024,21:00,0.53,228.2,11.07,186.0,160.0,133.0,53.0,winter,1
01-01-2024,21:15,3.23,231.5,13.94,1129.0,968.0,807.0,323.0,winter,0
01-01-2024,21:30,2.29,229.7,9.97,801.0,687.0,572.0,229.0,winter,0
01-01-2024,21:45,0.3,232.3,10.3,104.0,89.0,74.0,30.0,winter,1
01-01-2024,22:00,0.27,228.6,3.88,93.0,80.0,66.0,27.0,winter,1
01-01-2024,22:15,0.93,230.5,4.03,325.0,278.0,232.0,93.0,winter,0
01-01-2024,22:30,1.06,230.6,4.59,371.0,318.0,265.0,106.0,winter,0
01-01-2024,22:45,0.82,233.9,3.52,288.0,247.0,206.0,82.0,winter,0
01-01-2024,23:00,0.93,237.3,3.92,325.0,279.0,232.0,93.0,winter,0
01-01-2024,23:15,3.97,228.5,4.91,1390.0,1191.0,993.0,397.0,winter,1
01-01-2024,23:30,1.0,229.0,4.38,351.0,301.0,251.0,100.0,winter,0
01-01-2024,23:45,1.03,229.5,4.49,361.0,309.0,258.0,103.0,winter,0
02-01-2024,00:00,0.98,231.2,4.26,344.0,295.0,246.0,98.0,winter,0
02-01-2024,00:15,1.14,232.4,4.91,399.0,342.0,285.0,114.0,winter,0
02-01-2024,00:30,1.01,229.8,4.38,352.0,302.0,252.0,101.0,winter,0
02-01-2024,00:45,1.01,234.9,4.3,354.0,303.0,253.0,101.0,winter,0
02-01-2024,01:00,1.2,229.6,5.24,421.0,361.0,301.0,120.0,winter,0
02-01-2024,01:15,0.86,227.7,3.76,300.0,257.0,214.0,86.0,winter,0
02-01-2024,01:30,0.9,228.3,3.92,314.0,269.0,224.0,90.0,winter,0
02-01-2024,01:45,0.98,229.5,4.28,344.0,295.0,246.0,98.0,winter,0
02-01-2024,02:00,0.2,228.8,4.0,69.0,59.0,49.0,20.0,winter,1
02-01-2024,02:15,1.09,232.5,4.67,380.0,326.0,272.0,109.0,winter,0
02-01-2024,02:30,0.92,231.0,3.98,322.0,276.0,230.0,92.0,winter,0
02-01-2024,02:45,1.02,229.2,4.46,358.0,307.0,256.0,102.0,winter,0
02-01-2024,03:00,0.92,231.3,3.97,322.0,276.0,230.0,92.0,winter,0
02-01-2024,03:15,1.15,230.8,4.98,402.0,345.0,287.0,115.0,winter,0
02-01-2024,03:30,1.05,228.5,4.6,368.0,316.0,263.0,105.0,winter,0
02-01-2024,03:45,0.94,230.0,4.08,329.0,282.0,235.0,94.0,winter,0
02-01-2024,04:00,0.79,229.7,3.43,275.0,236.0,197.0,79.0,winter,0
02-01-2024,04:15,0.97,227.7,4.25,339.0,290.0,242.0,97.0,winter,0
02-01-2024,04:30,0.89,227.2,3.93,313.0,268.0,223.0,89.0,winter,0
02-01-2024,04:45,0.92,227.4,4.04,322.0,276.0,230.0,92.0,winter,0
02-01-2024,05:00,0.91,232.6,3.9,318.0,272.0,227.0,91.0,winter,0
02-01-2024,05:15,0.92,229.2,4.02,323.0,277.0,230.0,92.0,winter,0
02-01-2024,05:30,1.04,228.5,4.57,366.0,314.0,261.0,104.0,winter,0
02-01-2024,05:45,0.93,226.6,4.12,327.0,280.0,234.0,93.0,winter,0
02-01-2024,06:00,2.94,232.0,12.68,1029.0,882.0,735.0,294.0,winter,0
02-01-2024,06:15,2.49,229.1,10.85,870.0,746.0,622.0,249.0,winter,0
02-01-2024,06:30,2.14,229.0,9.35,749.0,642.0,535.0,214.0,winter,0
02-01-2024,06:45,2.32,230.5,10.07,812.0,696.0,580.0,232.0,winter,0
02-01-2024,07:00,2.09,225.9,9.24,731.0,626.0,522.0,209.0,winter,0
02-01-2024,07:15,2.63,231.6,11.37,921.0,790.0,658.0,263.0,winter,0
02-01-2024,07:30,2.27,230.7,9.83,793.0,680.0,567.0,227.0,winter,0
02-01-2024,07:45,3.0,230.6,12.99,1049.0,899.0,749.0,300.0,winter,0
02-01-2024,08:00,2.87,228.2,12.56,1003.0,860.0,717.0,287.0,winter,0
02-01-2024,08:15,2.2,231.1,9.52,770.0,660.0,550.0,220.0,winter,0
02-01-2024,08:30,2.43,232.8,10.43,850.0,729.0,607.0,243.0,winter,0
02-01-2024,08:45,2.76,229.3,12.04,967.0,829.0,690.0,276.0,winter,0
02-01-2024,09:00,1.63,228.3,7.14,570.0,489.0,407.0,163.0,winter,0
02-01-2024,09:15,1.44,230.0,6.26,504.0,432.0,360.0,144.0,winter,0
02-01-2024,09:30,1.79,230.9,7.77,628.0,538.0,448.0,179.0,winter,0
02-01-2024,09:45,1.83,228.3,8.0,639.0,548.0,457.0,183.0,winter,0
02-01-2024,10:00,1.56,229.0,6.83,547.0,469.0,391.0,156.0,winter,0
02-01-2024,10:15,1.62,230.2,7.06,569.0,488.0,406.0,162.0,winter,0
02-01-2024,10:30,1.41,234.0,6.04,495.0,424.0,354.0,141.0,winter,0
02-01-2024,10:45,1.53,227.8,6.71,535.0,458.0,382.0,153.0,winter,0
02-01-2024,11:00,1.89,231.2,8.18,662.0,568.0,473.0,189.0,winter,0
02-01-2024,11:15,0.16,231.6,6.17,54.0,47.0,39.0,16.0,winter,1
02-01-2024,11:30,1.61,232.2,6.93,563.0,482.0,402.0,161.0,winter,0
02-01-2024,11:45,1.46,230.2,6.35,511.0,438.0,365.0,146.0,winter,0
02-01-2024,12:00,1.65,230.6,7.14,576.0,494.0,412.0,165.0,winter,0
02-01-2024,12:15,1.73,226.6,7.61,604.0,518.0,431.0,172.0,winter,0
02-01-2024,12:30,1.23,229.9,5.34,430.0,368.0,307.0,123.0,winter,0
02-01-2024,12:45,2.06,230.6,8.95,722.0,619.0,516.0,206.0,winter,0
02-01-2024,13:00,1.85,231.6,7.98,647.0,554.0,462.0,185.0,winter,0
02-01-2024,13:15,1.47,229.9,6.37,513.0,440.0,366.0,146.0,winter,0
02-01-2024,13:30,1.31,226.3,5.78,458.0,392.0,327.0,131.0,winter,0
02-01-2024,13:45,2.08,231.4,8.98,727.0,623.0,520.0,208.0,winter,0
02-01-2024,14:00,1.51,230.9,6.54,528.0,453.0,378.0,151.0,winter,0
02-01-2024,14:15,1.88,230.5,8.17,659.0,565.0,471.0,188.0,winter,0
02-01-2024,14:30,1.71,231.9,7.36,598.0,512.0,427.0,171.0,winter,0
02-01-2024,14:45,1.87,233.0,8.04,656.0,562.0,468.0,187.0,winter,0
02-01-2024,15:00,0.31,232.0,6.65,107.0,92.0,77.0,31.0,winter,1
02-01-2024,15:15,1.6,230.7,6.95,561.0,481.0,401.0,160.0,winter,0
02-01-2024,15:30,1.59,228.3,6.97,556.0,477.0,398.0,159.0,winter,0
02-01-2024,15:45,1.61,232.9,6.91,563.0,483.0,402.0,161.0,winter,0
02-01-2024,16:00,1.74,229.5,7.57,608.0,521.0,434.0,174.0,winter,0
02-01-2024,16:15,1.78,228.8,7.8,625.0,536.0,446.0,178.0,winter,0
02-01-2024,16:30,1.58,229.3,6.9,553.0,474.0,395.0,158.0,winter,0
02-01-2024,16:45,1.64,228.8,7.18,575.0,493.0,410.0,164.0,winter,0
02-01-2024,17:00,1.47,231.2,6.36,515.0,441.0,368.0,147.0,winter,0
02-01-2024,17:15,1.68,227.8,7.37,587.0,503.0,420.0,168.0,winter,0
02-01-2024,17:30,1.27,229.0,5.54,444.0,381.0,317.0,127.0,winter,0
02-01-2024,17:45,1.55,227.4,6.8,541.0,464.0,386.0,155.0,winter,0
02-01-2024,18:00,2.38,229.1,10.38,832.0,713.0,594.0,238.0,winter,0
02-01-2024,18:15,2.5,229.0,10.92,875.0,750.0,625.0,250.0,winter,0
02-01-2024,18:30,2.22,230.6,9.65,778.0,667.0,556.0,222.0,winter,0
02-01-2024,18:45,2.08,232.3,8.94,727.0,623.0,519.0,208.0,winter,0
02-01-2024,19:00,2.57,232.1,11.06,898.0,770.0,642.0,257.0,winter,0
02-01-2024,19:15,2.82,234.5,12.01,986.0,845.0,704.0,282.0,winter,0
02-01-2024,19:30,2.04,230.0,8.88,715.0,613.0,511.0,204.0,winter,0
02-01-2024,19:45,2.14,231.1,9.26,749.0,642.0,535.0,214.0,winter,0
02-01-2024,20:00,2.81,229.4,12.26,984.0,844.0,703.0,281.0,winter,0
02-01-2024,20:15,2.58,230.0,11.21,903.0,774.0,645.0,258.0,winter,0
02-01-2024,20:30,2.65,231.3,11.45,927.0,794.0,662.0,265.0,winter,0
02-01-2024,20:45,2.86,229.8,12.45,1001.0,858.0,715.0,286.0,winter,0
02-01-2024,21:00,2.13,230.6,9.22,744.0,638.0,532.0,213.0,winter,0
02-01-2024,21:15,2.85,232.2,12.26,996.0,854.0,712.0,285.0,winter,0
02-01-2024,21:30,2.85,230.8,12.37,999.0,856.0,714.0,285.0,winter,0
02-01-2024,21:45,2.64,227.7,11.58,923.0,791.0,659.0,264.0,winter,0
02-01-2024,22:00,0.95,229.1,4.14,332.0,284.0,237.0,95.0,winter,0
02-01-2024,22:15,0.96,232.4,4.15,337.0,289.0,241.0,96.0,winter,0
02-01-2024,22:30,1.17,235.1,4.99,411.0,352.0,293.0,117.0,winter,0
02-01-2024,22:45,0.92,228.4,4.01,320.0,274.0,229.0,92.0,winter,0
02-01-2024,23:00,0.92,232.5,3.94,320.0,274.0,229.0,92.0,winter,0
02-01-2024,23:15,1.13,229.0,4.92,394.0,338.0,282.0,113.0,winter,0
02-01-2024,23:30,1.23,228.7,5.36,429.0,368.0,306.0,123.0,winter,0
02-01-2024,23:45,1.02,234.3,4.37,358.0,307.0,256.0,102.0,winter,0
03-01-2024,00:00,1.14,225.6,5.07,400.0,343.0,286.0,114.0,winter,0
03-01-2024,00:15,1.1,232.0,4.74,385.0,330.0,275.0,110.0,winter,0
03-01-2024,00:30,0.98,229.4,4.27,343.0,294.0,245.0,98.0,winter,0
03-01-2024,00:45,0.88,231.0,3.8,307.0,263.0,219.0,88.0,winter,0
03-01-2024,01:00,1.05,229.8,4.56,366.0,314.0,262.0,105.0,winter,0
03-01-2024,01:15,1.02,229.6,4.43,356.0,305.0,254.0,102.0,winter,0
03-01-2024,01:30,0.93,234.0,3.95,324.0,278.0,231.0,92.0,winter,0
03-01-2024,01:45,1.03,229.7,4.48,360.0,309.0,258.0,103.0,winter,0
03-01-2024,02:00,0.16,233.2,3.99,55.0,47.0,39.0,16.0,winter,1
03-01-2024,02:15,1.0,230.2,4.35,351.0,301.0,250.0,100.0,winter,0
03-01-2024,02:30,0.93,231.0,4.01,324.0,278.0,232.0,93.0,winter,0
03-01-2024,02:45,0.12,228.4,3.67,41.0,35.0,30.0,12.0,winter,1
03-01-2024,03:00,1.08,232.8,4.64,378.0,324.0,270.0,108.0,winter,0
03-01-2024,03:15,0.96,232.2,4.15,337.0,289.0,241.0,96.0,winter,0
03-01-2024,03:30,0.89,229.0,3.89,312.0,268.0,223.0,89.0,winter,0
03-01-2024,03:45,1.05,228.2,4.59,366.0,314.0,262.0,105.0,winter,0
03-01-2024,04:00,0.88,229.7,3.81,307.0,263.0,219.0,88.0,winter,0
03-01-2024,04:15,0.79,229.5,3.42,275.0,236.0,196.0,79.0,winter,0
03-01-2024,04:30,1.09,231.4,4.7,381.0,326.0,272.0,109.0,winter,0
03-01-2024,04:45,1.02,228.6,4.44,356.0,305.0,254.0,102.0,winter,0
03-01-2024,05:00,0.87,230.5,3.79,306.0,262.0,218.0,87.0,winter,0
03-01-2024,05:15,1.06,231.9,4.59,373.0,320.0,266.0,106.0,winter,0
03-01-2024,05:30,0.99,229.8,4.32,348.0,298.0,248.0,99.0,winter,0
03-01-2024,05:45,1.04,227.7,4.58,365.0,313.0,261.0,104.0,winter,0
03-01-2024,06:00,2.27,233.2,9.73,794.0,680.0,567.0,227.0,winter,0
03-01-2024,06:15,2.77,231.3,11.98,970.0,831.0,693.0,277.0,winter,0
03-01-2024,06:30,2.14,236.3,9.06,749.0,642.0,535.0,214.0,winter,0
03-01-2024,06:45,2.56,231.6,11.03,894.0,766.0,639.0,256.0,winter,0
03-01-2024,07:00,3.15,228.2,13.81,1102.0,945.0,788.0,315.0,winter,0
03-01-2024,07:15,2.7,230.2,11.75,946.0,811.0,676.0,270.0,winter,0
03-01-2024,07:30,2.44,230.4,10.61,855.0,733.0,611.0,244.0,winter,0
03-01-2024,07:45,2.28,234.4,9.73,798.0,684.0,570.0,228.0,winter,0
03-01-2024,08:00,2.13,232.3,9.15,744.0,638.0,532.0,213.0,winter,0
03-01-2024,08:15,1.98,234.0,8.47,694.0,595.0,496.0,198.0,winter,0
03-01-2024,08:30,8.39,228.9,9.89,2938.0,2518.0,2099.0,839.0,winter,1
03-01-2024,08:45,2.6,230.5,11.29,910.0,780.0,650.0,260.0,winter,0
03-01-2024,09:00,1.5,231.5,6.48,525.0,450.0,375.0,150.0,winter,0
03-01-2024,09:15,1.61,232.8,6.92,564.0,483.0,402.0,161.0,winter,0
03-01-2024,09:30,1.47,229.0,6.43,515.0,442.0,368.0,147.0,winter,0
03-01-2024,09:45,1.58,233.4,6.78,554.0,475.0,396.0,158.0,winter,0
03-01-2024,10:00,1.58,231.4,6.82,552.0,473.0,394.0,158.0,winter,0
03-01-2024,10:15,1.13,231.2,4.89,396.0,339.0,283.0,113.0,winter,0
03-01-2024,10:30,1.77,229.7,7.69,618.0,530.0,442.0,177.0,winter,0
03-01-2024,10:45,1.64,224.9,7.28,573.0,491.0,409.0,164.0,winter,0
03-01-2024,11:00,0.44,230.2,7.83,155.0,133.0,111.0,44.0,winter,1
03-01-2024,11:15,0.26,225.2,8.04,91.0,78.0,65.0,26.0,winter,1
03-01-2024,11:30,1.24,228.6,5.41,433.0,371.0,309.0,124.0,winter,0
03-01-2024,11:45,1.79,230.3,7.76,625.0,536.0,447.0,179.0,winter,0
03-01-2024,12:00,1.74,229.0,7.61,610.0,523.0,436.0,174.0,winter,0
03-01-2024,12:15,1.66,230.7,7.18,580.0,497.0,414.0,166.0,winter,0
03-01-2024,12:30,1.65,232.8,7.09,578.0,495.0,412.0,165.0,winter,0
03-01-2024,12:45,1.76,231.5,7.6,616.0,528.0,440.0,176.0,winter,0
03-01-2024,13:00,1.59,231.6,6.86,556.0,477.0,397.0,159.0,winter,0
03-01-2024,13:15,0.26,233.3,5.64,91.0,78.0,65.0,26.0,winter,1
03-01-2024,13:30,1.89,229.5,8.22,660.0,566.0,472.0,189.0,winter,0
03-01-2024,13:45,1.77,231.4,7.64,618.0,530.0,442.0,177.0,winter,0
03-01-2024,14:00,1.4,232.4,6.02,490.0,420.0,350.0,140.0,winter,0
03-01-2024,14:15,1.6,228.4,7.01,560.0,480.0,400.0,160.0,winter,0
03-01-2024,14:30,1.35,229.3,5.88,472.0,405.0,337.0,135.0,winter,0
03-01-2024,14:45,1.86,230.6,8.08,652.0,559.0,466.0,186.0,winter,0
03-01-2024,15:00,1.65,227.0,7.25,576.0,494.0,411.0,164.0,winter,0
03-01-2024,15:15,1.58,226.7,6.97,553.0,474.0,395.0,158.0,winter,0
03-01-2024,15:30,1.58,231.5,6.83,554.0,475.0,396.0,158.0,winter,0
03-01-2024,15:45,1.68,230.8,7.27,587.0,503.0,420.0,168.0,winter,0
03-01-2024,16:00,1.56,230.6,6.79,548.0,470.0,391.0,156.0,winter,0
03-01-2024,16:15,1.66,228.8,7.24,580.0,497.0,414.0,166.0,winter,0
03-01-2024,16:30,1.71,234.0,7.29,597.0,512.0,426.0,170.0,winter,0
03-01-2024,16:45,1.12,231.2,4.84,392.0,336.0,280.0,112.0,winter,0
03-01-2024,17:00,1.45,231.8,6.23,506.0,434.0,361.0,144.0,winter,0
03-01-2024,17:15,1.43,227.0,6.28,499.0,428.0,356.0,142.0,winter,0
03-01-2024,17:30,1.71,230.1,7.42,597.0,512.0,426.0,171.0,winter,0
03-01-2024,17:45,1.65,231.3,7.12,576.0,494.0,412.0,165.0,winter,0
03-01-2024,18:00,0.33,231.0,11.19,115.0,99.0,82.0,33.0,winter,1
03-01-2024,18:15,2.83,231.0,12.26,992.0,850.0,708.0,283.0,winter,0
03-01-2024,18:30,7.7,227.0,12.98,2696.0,2311.0,1926.0,770.0,winter,1
03-01-2024,18:45,2.75,231.4,11.9,964.0,826.0,688.0,275.0,winter,0
03-01-2024,19:00,2.3,228.9,10.04,804.0,689.0,574.0,230.0,winter,0
03-01-2024,19:15,2.65,228.7,11.58,926.0,794.0,662.0,265.0,winter,0
03-01-2024,19:30,2.78,228.5,12.16,973.0,834.0,695.0,278.0,winter,0
03-01-2024,19:45,2.64,227.8,11.6,925.0,793.0,661.0,264.0,winter,0
03-01-2024,20:00,2.64,225.2,11.74,925.0,793.0,661.0,264.0,winter,0
03-01-2024,20:15,2.44,231.7,10.55,855.0,733.0,611.0,244.0,winter,0
03-01-2024,20:30,2.35,230.9,10.17,822.0,705.0,587.0,235.0,winter,0
03-01-2024,20:45,2.2,230.4,9.56,771.0,661.0,551.0,220.0,winter,0
03-01-2024,21:00,2.52,228.5,11.02,881.0,755.0,630.0,252.0,winter,0
03-01-2024,21:15,2.24,229.2,9.78,785.0,673.0,560.0,224.0,winter,0
03-01-2024,21:30,2.41,229.2,10.53,845.0,724.0,603.0,241.0,winter,0
03-01-2024,21:45,2.59,227.4,11.38,905.0,776.0,647.0,259.0,winter,0
03-01-2024,22:00,0.86,227.6,3.76,300.0,257.0,214.0,86.0,winter,0
03-01-2024,22:15,0.99,232.0,4.27,346.0,297.0,248.0,99.0,winter,0
03-01-2024,22:30,1.03,231.7,4.43,359.0,308.0,257.0,103.0,winter,0
03-01-2024,22:45,0.96,231.7,4.16,337.0,289.0,241.0,96.0,winter,0
03-01-2024,23:00,0.83,228.7,3.62,290.0,249.0,207.0,83.0,winter,0
03-01-2024,23:15,0.95,230.9,4.13,334.0,286.0,238.0,95.0,winter,0
03-01-2024,23:30,0.97,229.2,4.22,338.0,290.0,242.0,97.0,winter,0
03-01-2024,23:45,0.8,225.0,3.57,281.0,241.0,201.0,80.0,winter,0
04-01-2024,00:00,0.87,227.6,3.83,305.0,261.0,218.0,87.0,winter,0
04-01-2024,00:15,0.97,232.5,4.18,340.0,292.0,243.0,97.0,winter,0
04-01-2024,00:30,0.97,228.9,4.25,340.0,292.0,243.0,97.0,winter,0
04-01-2024,00:45,1.31,233.2,5.6,457.0,392.0,326.0,131.0,winter,0
04-01-2024,01:00,0.93,233.0,3.98,325.0,278.0,232.0,93.0,winter,0
04-01-2024,01:15,1.0,229.5,4.36,350.0,300.0,250.0,100.0,winter,0
04-01-2024,01:30,0.91,231.9,3.91,317.0,272.0,226.0,91.0,winter,0
04-01-2024,01:45,1.08,232.6,4.63,377.0,323.0,269.0,108.0,winter,0
04-01-2024,02:00,0.93,229.1,4.06,326.0,279.0,232.0,93.0,winter,0
04-01-2024,02:15,1.06,225.4,4.69,370.0,317.0,264.0,106.0,winter,0
04-01-2024,02:30,0.83,233.1,3.54,289.0,248.0,206.0,83.0,winter,0
04-01-2024,02:45,1.06,227.4,4.68,373.0,320.0,266.0,106.0,winter,0
04-01-2024,03:00,0.9,232.3,3.86,314.0,269.0,224.0,90.0,winter,0
04-01-2024,03:15,0.24,231.4,4.41,83.0,71.0,60.0,24.0,winter,1
04-01-2024,03:30,0.99,229.3,4.33,347.0,298.0,248.0,99.0,winter,0
04-01-2024,03:45,1.06,236.9,4.47,370.0,317.0,264.0,106.0,winter,0
04-01-2024,04:00,0.96,229.8,4.2,338.0,290.0,241.0,96.0,winter,0
04-01-2024,04:15,0.96,230.6,4.16,336.0,288.0,240.0,96.0,winter,0
04-01-2024,04:30,0.71,229.8,3.07,247.0,212.0,176.0,71.0,winter,0
04-01-2024,04:45,0.99,229.7,4.33,348.0,298.0,248.0,99.0,winter,0
04-01-2024,05:00,1.0,228.6,4.39,351.0,301.0,251.0,100.0,winter,0
04-01-2024,05:15,1.22,225.9,5.4,427.0,366.0,305.0,122.0,winter,0
04-01-2024,05:30,0.81,230.1,3.53,284.0,244.0,203.0,81.0,winter,0
04-01-2024,05:45,0.92,230.7,3.98,321.0,275.0,230.0,92.0,winter,0
04-01-2024,06:00,2.24,230.0,9.74,784.0,672.0,560.0,224.0,winter,0
04-01-2024,06:15,2.24,231.6,9.68,785.0,673.0,560.0,224.0,winter,0
